query_text,query_label
">Mark Woodruff (CDA90038@UCF1VM.BITNET) wrote: >>  >> This morning at 4 am while I was working on my research paper, I had to >> reboot a hung Dos program (that did no disk i/o) from within Windows 3.1. >> When my machine finished rebooting, I found my windows directory and about two >> thirds of my other directories were irreversibly corrupted. >>  >(stuff deleted)  >This sounds like what happened to my HD a month ago. My HD was stacked >with Stacker v.2.0 (I run Dos5) Suddenly everything hung up, and most of >the HD got corrupted (directories changed into unreadable files with >'funny' names). In other words: it is probably just the doubledisk part of >Dos6 that is troublesome.   >I now use Stacker v 3.0, and so far I have had no trouble.   This pretty much confirms my original impression after reading through the documentation on dos-6.  The double space sounds nice, but NOT on your primary disk!!  I'll probably wind up making a disk partition d: and doublespacing *it*, using it as an archive. Probably would be useful on floppy disks as well.  But on c:?  Uh, uh...  [I particularly disliked the note that said something like ""double space is irreversible""].  --Cindy --  Cindy Tittle Moore  Internet: tittle@ics.uci.edu       | BITNET: cltittle@uci.bitnet UUCP:     ...!ucbvax!ucivax!tittle | Usnail: PO Box 4188, Irvine CA, 92716",comp_ms_windows_misc
"oes anyone know what the standard port addresses are for COM ports 5 through 8? (If there is a standard of any sort!)  Please e-mail, as I don't read this group very often.   - Mark Tomlinson (mark@garden.equinox.gen.nz)",comp_ibm
"You unfortunately failed to mention if the error occurs with the Parity Error Checking enabled or disabled.  I assume you mean it gives you a parity error when it's enabled, and not when it's disabled.  How high will the count go on the memory check at boot-up before this error occurs?  Does the system beep at all; if so what's the pattern of beeps?  The error could be occuring in Cache memory (not so likely) or video memory, as well as the simms.  The fact that you have AMI bios is not conclusive in determining the board manufacturer either.  Boards are made by thousands of small Taiwanese companies (among others) that buy the name brand chips and put them together with some simm sockets to make your board.  I tend to doubt your problem is with your IDE controller, also.  Anyway, perhaps if you answer those questions someone can help you out better.  mrb boltz@vivaldi.psu.edu mrb118@psuvm.psu.edu",comp_ibm
"wyman@rtsg.mot.com (Mark S. Wyman) writes: : poe@wharton.upenn.edu writes: :  : >A friend of mine called me on the phone and told me he was wathcing CNN : >and saw a report that the ruling prohibiting AMD from selling their i486 : >clones has been thrown out, making it legal for AMD to ship in the US. :  : Yep, this was on the news.  Great news for consumers.  Bad news : for Intel.    Their stock dropped quite a chunk with the announcement. ",comp_ibm
">>Has anyone (successfully) put both SCSI and IDE hard drives >>on the same system?  >I would like to know as well, since I just bought a 200MB Seagate IDE >drive and want to add it to my computer (a four-year-old Gateway >386/20), which currently has an 80MB Seagate SCSI drive.  The SCSI >controller is such that the docs told me not to specify it in the CMOS >setup, i.e. both hard drive settings are listed as ""Not installed,"" >and apparently the SCSI controller works its wonders.  I wondering if >this is a problem.  Also, I remember how, when I helped my cousin >install his second IDE drive, we had to define a master/slave >relationship for them; do I need to do something similar here?  >>I am particularly interested in having the SCSI as the _boot_ drive.  >Same here.  >Any help would be appreciated, since I intend to install this drive >ASAP; I'd like to know what to do (and what not to do) before I start. >Thanks!  I have been using both IDE (or MFM) and SCSI drives for years.  I have 2 IDE and 1 SCSI on one system and the other with 2 IDE, 2 SCSI disk, and  1 SCSI CDROM.  I currently using ALWAYS IN2000 SCSI card, but I also have a Future Domain, a Western Digital SCSI card, and I work with an ADAPTIC  before.  As I recall, all these cards can support boot and floppy drive. However, to use with other controller (IDE, MFM...) the boot drive has to be the IDE (or MFM).  You CAN NOT boot from the SCSI if you have other  controller in the system.  If you guys only have 2 drives (1 IDE, 1 SCSI). just set up the IDE in your CMOS setup.  Make sure you can boot from it. Then, set up the SCSI controller (IRQ, DMA, etc). Set the SCSI drive to  ID 0.  Just plug and play for all the cards I seen so far.  Only if you  have more than 2 drives then you need driver for the third drive and so on.  If you have more question, email me, I will try to answer it. Good Luck!  William",comp_ibm
"I'm planning to buy a computer and I like TC's ads.   Can you tell anything about the company and their computers?  Also, if anyone has a company they  would prefer, please let me know.  Thanks.  Carlisle Thacker Miami, FL",comp_ibm
"I've been getting seemingly random disk accesses on my Centris 610 with a Quantum 240 LPS, but this is NOT the regular recalibration it has been doing since I got it....  This is sometimes short, sometimes long, accesses that sound like there is some read/writing going on. 	I have SAM 3.5, and Disinfectant 3.0, but neither picks up anything.. Any ideas?  							Jason. 						titus@ecosys.drdr.virginia.edu",comp_mac
"In article <11259.75.uupcb@hal9k.ann-arbor.mi.us>, barry.davis@hal9k.ann-arbor.mi.us (Barry Davis)  writes:  |> The Lisa was originally introduced in 1980 or '81, I forget now, and |> sold for $9995 with 2 400k floppy drives and 1Mb memory. It didn't do |> too well. <grin>  Close, but no cigar.  The LISA was introduced in January, 1983 (at the same time as the Apple //e).  I'll have to check to see if the Hard Drive came bundled for the $10K.  The floppy drives were 5.25"" initially (the infamous ""twiggy"" drives)  --  Chris Wood     Bellcore   ccw@ctt.bellcore.com",comp_mac
"Hello,  I saw this question posted a week or so ago, but as far as I could tell no answer appeared on the net. What is the good oil on connecting the Apple Extended Keyboard to a PowerBook? The earlier questioner wonderd if this would be too much of a load for the PB and as I want to connect just such a beast I am curious.  I haven't got a PB yet so I can't RTFM but I assume that a standard keyboard with a mouse would be ok as the spec sheet I read mentioned connecting an external keyboard. But is the Extended plus mouse pushing it?  Any help gratefully recieved. I will summarise to the net if necessary.  Thanks, John Collins.",comp_mac
"I'm running xterm under X11R5, Motif 1.1, mwm and UNIX SVR4 on a UNISYS 386 based machine. My default shell is /bin/csh or the C shell. Whenever I run xterm, I get the following message before the first C shell prompt:  Warning: no access to tty; thus no job control in this shell...  After this, I can't run any job control commands like fg, bg etc. Also, I can't run another xterm from the command line of this xterm (I can only launch additional xterms from a .mwmrc menu).  I'd appreciate some help with this problem, or pointers to where I can get some help. By the way, my environment variable TERM is set to xterm.  ---------------------------- Saad Mufti Personal Library Software  e-mail : mufti@pls.com",comp_windows
" One way to ""mask"" the left button check the contents of the XEvent that the XAddEventHandler send to your event_handling function (in your case, it is the show_mouse_position function.   If the XEvent arrive in this function as   XEvent p_event;  then, the value of p_event->xbutton.button is the button that was pressed. So,  you just do a switch on that value in order to distinguish between them. In case it was not clear p_event->xevent.button is an int.   By the way, you mentioned the Button1MotionMask and if anyone can help me with  these MotionMasks I would be grateful. I can not figure out how do distinguish between motions by which button is pressed as the motion is occurring. In  essence I would like an seperate event-handler for motion with each button.  Unfortunately, the XEvent sent by a MotionMask does not seem to contain the  value of the pressed button.  Any ideas, eps",comp_windows
"Sorry about the garbage code, the following is used of course:  XSetForeground(Disp, PixGC, BackgroundColor); XFillRectangle(Disp, Pixs, PixGC, 0, 0, Scr_width, Scr_height); XSetForeground(Disp, PixGC, ForegroundColor); XDraw[Line|String|Rectangle](Disp, Pixs, PixGC, ...); XCopyArea(Disp, Pixs, Win, PixGC, 0, 0, Win_width, Win_height, 0, 0);  Juergen Schietke Research Insitute for Discrete Mathematics University of Bonn Nassestr. 2 5300 Bonn 1  Tel: (+49) 0228 738786 E-Mail: schietke@or.uni-bonn.de",comp_windows
"amir@matis.ingr.com writes: >For all those people flaming John Bradley, the author of xv - he's on >vacation till May 10 (or 15, I don't remember). Maybe we all should slow >down and wait to hear his side wrt copyrights, fees, etc.  While I have respect for John's ability and integrity, I really regret his leaving just after a major release (or, more accurately, making the release just before leaving).  Several of us are having problems with xv-3.00, and in particular I have issues with all the fixes that have so far been made to the Imakefiles and xv.h.  Without John to adjudicate, and everybody posting fixes that work for *them*, chaos is inevitable; let's hope it is temporary. --  John ""Guile Skywalker"" Brooks using his Dad's account",comp_windows
" Hi netters,  Quantum LPS 240AT harddisk forsale.  3.5"" frame, 1/3 height. IDE format, master or slave 723 cyl 13 hd 51 s/t = 234.9 real megs Access time of 16 ms. 256K cache on the drive  Asking $300.   email me:  jakers@uhunix3.uhcc.hawaii.edu",misc_forsale
" CASIO/B.O.S.S. SF-8000 Organizer (64K) with CasioLink Hardware/Software  Nice personal organizer that is in excellent shape.  It allows you to store phone numbers/addresses (do searches, etc), business cards info, schedules, and calender and also provides home/work time and calculator. Also has password protection and alarms.  Nice 6 line LCD screen and mini QWERTY keyboard.  Comes with CasioLink that lets you interface it with your computer (Mac/IBM) and transmit/receive data (all forms).  I have the software for the macintosh that runs it.  Nifty tool for people on the go.  If you are interested, please email an offer.  Thanks. I have  necessary instruction manuals and all cables.  Thanks.  khoh@usc.edu",misc_forsale
I have the following games for sale/trade. Make an offer.  Trouble Shooter Where in Time is Carmen Sandiego?  --  brian oplinger@ra.crd.ge.com  <#include standard.disclaimer>,misc_forsale
"Pioneer VSX-501 Audio/Video Receiver  -Dolby Pro Logic Surround, 3CH Logic -Studio and Simulated Surround Playback -Video Signal Selector (Simulcast function) -Two-way VCR Copying and Monitoring -Acoustic Memory Function -Custom Memory Function -Sleep Timer -Multi-Room Remote Jack -AV Remote Control Unit  Less than one year old. Excellent shape. $300 firm.  -Hans Meyer",misc_forsale
">Eliot is right about 2.2 liter engine in the second (and last) generation >MR2's. But the original guy did not indicate the year of his MR2. If it's a >first generation car (like my '85), it has 1.6 liter engine (or perhaps >same engine with a supercharger, if it's '87 -'89). >The sound he describes is common to any older Toyota engine I ever heard. >I don't know the relevance of his observations about oil changes, my simply >makes noise. Not all that annoying, mind you. But you hear it well when the >engine is right behind your left ear :-) >Mike.S  Sorry 'bout that - Mine is a '91 model non-turbo 2.0. (with ABS and revised suspension (whatever revised means)). I'm in Australia, so we always seem to  get the versions without extras which the Europeans and Americans get as  standard.  My query is, - why does the noise get noticeably LOUDER about 2-3 months after an oil change. I just find it a bit wierd that this happens. Is it the oil I'm using (Mobil 1) or is it the engine (the 3S-GE version/model) ie. gets noiser the older the oil is (I'm only guessing).   Its not annoyingly distressing or anything, but just slightly puzzling.   Puzzled.",rec_autos
"In a previous article, jkjec@westminster.ac.uk (Shazad Barlas) says:  >The best auto-shifters on the street (AND NOT THE TRACK) are those from  >Porsche... they wont change if you floor the gas during a turn.... a few  >years back a was in a 200SX auto (you guys call it a 240SX [without turbo]) >and was going round a corner.... I floored it and next thing I know I was  >pointing backwards! The other drivers seemed quite amused ;-) > >      ....Shaz.... >  You are sure that what you call a 200SX we call a 240?  Just curious.. We also have a nissan predacessor (sp) to the 240 called a 200, which came in turbo and nonturbo.  But i don't think we've ever had a 240 turbo...just curious...(BTW, I'm in the US, if that matters..)  DREW",rec_autos
"I came across this interesting information in my local public library while   researching minivans.  It is the dealer price and the retail price for a   minivan I am thinking about purchasing.  Someone told me that the number for   base price was slightly lower than the current price, but this should still   give you some idea about pricing and how much you can negotiate.   Mercury Villager GS                           Dealer     Retail Base Price                $14688     16504 Air Conditioning             729       857 Rear Defroster               143       168 Calif. Emissions              87       102 7 Passenger Seating          282       332 AM/FM Radio (no cassette)    STD       STD Automatic Transmission       STD       STD Anti-lock brakes             STD       STD Destination                  540       540  The total dealer cost is $16469 The total retail price is $18467    Nissan Quest XE                           Dealer     Retail Base Price                $15212     17545 Air Conditioning             STD       STD Rear Defroster               STD       STD Calif. Emissions              59        70 7 Passenger Seating          STD       STD AM/FM Cassette               STD       STD Automatic Transmission       STD       STD Anti-lock brakes             593       700 Destination                  540       540  The total dealer cost is $16404 The total retail price is $18855",rec_autos
"In article <1993Apr22.112904.6771@ericsson.se> etxmst@sta.ericsson.se writes: >But why not turn the question around, why are automatics so common in >the US?  Because some people like them (and some people actually need them).  >My guess is that when they tried to couple manuals to the torque-rich >V8's in the sixties the clutches turned out as real killers you had to  >use both feet to depress, and that this has just lived on.  Yeah, right. Real muscle cars had a manual transmission, and their clutches aren't that heavy. Shelby-American used plenty of high-powered, high-torque engines, and Carroll only put autos in his cars because people wanted them. (Blasphemers! Heretics! Burn them, burn them for defiling a Shelby with an auto! ;-) Real Cobras (and they were the ultimate sports car at the time) had big-block Fords which turned out prodigious amounts of power and torque, and _none_ of them had automatics.   >And also, an automatic with a V8 engine can be real fun to drive.  Yeah, if you call a gear shift in the middle of a curve ""fun."" :-)  I personally would _love_ to have a '66 Galaxie 500 7-Liter Coupe, with a fire-breathing 427 and four-onna-floor (to go along side my '66 Galaxie 500 pillarless hardtop with a fire-breathing 390 with three-onna-tree; I love the sound of dual exhaust in the morning! :-). There's no comparison between a REAL American Muscle Car and a car with a big engine and an automatic, IMHO.       James  James P. Callison    Microcomputer Coordinator, U of Oklahoma Law Center  Callison@uokmax.ecn.uoknor.edu   /\    Callison@aardvark.ucs.uoknor.edu    DISCLAIMER: I'm not an engineer, but I play one at work...   The forecast calls for Thunder...'89 T-Bird SC    ""It's a hell of a thing, killing a man. You take away all he has   and all he's ever gonna have.""     --Will Munny, ""Unforgiven""",rec_autos
"In a previous article, aas7@po.CWRU.Edu (Andrew A. Spencer) says:  > >In a previous article, eliot@lanmola.engr.washington.edu (eliot) says: > >>In article <1r1vofINN871@usenet.pa.dec.com> tomacj@opco.enet.dec.com (THUNDERBIRDS ARE GO !!!) writes: >nice theory.  too bad the MR2's never came with a four cylinder over 2.0 >liters.  More like 1.6.  Or did they? were the nonturbo MR2II's  2.2 or >some such?  let me clarify, i think they both are 2.0 litres.  >I also understand that anyone using balancing shafts on four cylinders, must >pay SAAB a royalty for using their patented design..like Porsche's 3.0 I4...  i was already corrected on this, and believe i may have been in errror, that it is actually MISTUBISHI.  apologies for butting into the thread. >c ya >DREW",rec_autos
"In a previous article, xlyx@vax5.cit.cornell.edu () says:  >Is it possible to do a ""wheelie"" on a motorcycle with shaft-drive? >    Absolutely. Early XS1100's were VERY good at this.     >Mike Terry >'82 Virago >   Don't try it on your Virago unless you already are purty good at it or like the smell of exploded clutch.    --  Go fast. Take chances.   Mike S.",rec_motorcycles
"In article <1993Apr21.145716.17491@i88.isc.com> jeq@lachman.com (Jonathan E. Quist) writes:  Freebie and the Bean, GREAT chase scene on a trials bike!   ----===== DoD #8177 = Technician(Dr. Speed) .NOT. Student =====----                            Stolen Taglines...               * God is real, unless declared integer. *             * I came, I saw, I deleted all your files. *          * Black holes are where God is dividing by zero. *         * The world will end in 5 minutes. Please log out. *        * Earth is 98% full.... please delete anyone you can. *",rec_motorcycles
"In article <1993Apr23.143128.21344@dsd.es.com> bgardner@pebbles.es.com (Blaine Gardner) writes: >In article <ltdv8aINN3hb@earth.cs.utexas.edu> mcguire@cs.utexas.edu (Tommy Marcus McGuire) writes: >>In article <1r6ob9$oav@vtserf.cc.vt.edu> ranck@joesbar.cc.vt.edu (Wm. L. Ranck) writes: > >>>And of course, you will get a moderate amount of flamage >>>just for expressing an opinion, no matter what the opinion is *somebody* >>>will flame you for it. >> >>""Hey, what the hell do you mean by that?  You suck.  I have a god-given >>right to express opinions, carry a gun and to not wear a helmet, goddamn  >>it. Everything you stand for is STUPID."" > >I'd give it an 0.5 on a scale of 10. While not mentioning Hitler or >Koresh weighs in your favor, you also neglected to mention 105 mph, tennis >balls, little girls and countersteering. Another thing to consider is,   ...or centerstands, or weasel squeezers, or ....  Later, --  Chris BeHanna DoD# 114          1983 H-D FXWG Wide Glide - Jubilee's Red Lady behanna@syl.nj.nec.com           1975 CB360T - Baby Bike Disclaimer:  Now why would NEC   1991 ZX-11 - needs a name agree with any of this anyway?    I was raised by a pack of wild corn dogs.",rec_motorcycles
"In article <csundh30.735598088@ursa> csundh30@ursa.calvin.edu (Charles Sundheim) writes:  >viking@iastate.edu (Dan Sorenson) writes:  >>and copped <heh> an attitude when he was stopped?  Speaking as a guy >>who recieved a *verbal warning* for 146mph in a 55, I just have to laugh. >   In Shreveport, back when I was riding the Purple Water Buffalo, I jumped an  intersection IN FRONT OF A COP who was waiting for the light!  The side of  the street he was on was hidden buy a building on the corner and I didn't  see him till I was airborne in the middle of the intersection.  I was  parked, had my helment off and my liscence out before he turned the corner.   He chewed my ass out and let me go!  I will be the first to admit it was a  very squidly thing to do, jumping the intersection like that.  The cop  should have nailed me.  I find that if you are polite, respectfull and  honest, they will normaly let you get away with a LOT of stuff.  P.S. The shock mounts folded up the next day.  I guess I deserved that!   ----===== DoD #8177 = Technician(Dr. Speed) .NOT. Student =====----                            Stolen Taglines...                         HEY! Where did they go?                       You don't think .... naahh.",rec_motorcycles
"In a previous article, serafin@epcot.spdc.ti.com (Mike Serafin) says:  > >A POSER squid was the guy I saw yesterday on my way home.  Similar attire as >above sans jacket (it is April in Texas ya know), but he is riding down the       ^^^^^^^^^^^^^^^^^^^^^^^^^^^^  Amazing.  And I thought only California got April. --  DoD #650<----------------------------------------------------------->DarkMan    The significant problems we face cannot be solved at the same level of       thinking we were at when we created them.   - Albert Einstein          ___________________The Eternal Champion_________________",rec_motorcycles
"In article <1993Apr23.163805.9516@research.nj.nec.com> behanna@syl.nj.nec.com (Chris BeHanna) writes: > > Spray the chain wax onto the rollers and sideplates occassionally, and >rust will not be a problem.   I did.  Regularly.  And it was.      Michael  --  +-------------------------------------------------------------+ | Michael Nelson                                1993 CBR900RR | | Internet: nelson@seahunt.imat.com                 Dod #0735 | +-------------------------------------------------------------+",rec_motorcycles
">However, what is with this policy of trying to speed up the games. >You are the first person ( non-mediot ) I have seen endorse this policy. >I have no problem with the length of games at all and am tired of the >ESPN crowd ( and other announcers ) bitching about it.  I have never >been in a ballpark filled with people looking at their watches and >shouting ""Hurry up!""  If I cough up big bucks for a ticket, I don't mind >a game that last more than 2:10.  I really don't understand it.  I agree with Nick.  What's the big deal about long games?  If you want to watch baseball, there's that much more baseball to watch.  And yes, baseball includes the space between plays as well as the plays themselves.  I suspect that a lot of the complaining about long games, especially when it's coming from TV people, has to something to do with advertising. Probably time ""wasted"" in the middle of an inning, say by a batter stepping out of the box to fiddle with his gloves, or by a pitcher walking around behind the mound trying to collect his thoughts, could otherwise be sold as advertising time.  Heather HHENDERSON@vax.clarku.edu",rec_sport_basketball
"In article <C5ro4H.Lww@world.std.com> jle@world.std.com (Joe M Leonard) writes: >I always thought that a reasonable means of measuring value between >players was to attempt to determine if a team would trade one for >another.  The major problem with this analysis is that it ignores age.  Even if Morris were performing as well as Clemens right now, and were likely to this season, nobody would trade Clemens for Morris straight up because Clemens has more of his career left.  Sherri Nichols snichols@adobe.com",rec_sport_basketball
">Baseball games take about 2:51 in the NL, and just a shade under 3 hours >in the AL.  That's just too damn long.  I don't like to PLAY in 3 hour >games, much less WATCH a game for that long.  My butt falls asleep, and >if I'm watching on TV, I'll channel surf between pitches, catching >colorized versions of Mr. Ed, Leave it to Beaver, and ""Those Wacky >Nieporents"" on Nick at Nite.  But, Gary, for certain sofa tubers like myself, this is an advantage.  I can watch the Pirates on KBL, the Mets on WWOR, the Braves on TBS, and the mediots on ESPN at the same time, without missing anything.  (If something impressive happens, I'll catch the replay :-) ).  So, I see (essentially) 4 games in 3 hours, instead of 1 game in 2 hours. What a deal!  (Insert smileys as desired...)   --     David M. Tate   (dtate+@pitt.edu) |  Greetings, sir, with bat not quick       member IIE, ORSA, TIMS, SABR    |  Hands not soft, eye not discerning                                      |  And in Denver they call you a slugger?    ""The Big Catullus"" Galarraga      |  And compare you to my own Mattingly!?",rec_sport_basketball
" In article <93109.184451RVESTERM@vma.cc.nd.edu> RVESTERM@vma.cc.nd.edu writes: >ok, there are three balls on this batter.  the pitcher proceeds to >bean the batter. > >is that a walk or a hit by pitch? > >bob vesterman. It's gotta be an HBP.   Doug Roberts -- Watching Chris Nabholz pitch reminds me of a quote by Bart   Simpson: ""Come on snipers! Where are you?""   Go Expos! ",rec_sport_basketball
"In article <20APR93.15151474@vax.clarku.edu> hhenderson@vax.clarku.edu writes:  >I agree with Nick.  What's the big deal about long games?  If you want >to watch baseball, there's that much more baseball to watch.  And yes, >baseball includes the space between plays as well as the plays themselves.  I don't really mind the length of games either.  If they want to speed the games up in sensible ways, that's fine with me too.  However, what I object to is the assertion by baseball people (Whitey Herzog, Buck Rodgers are who I've heard say this) that games are too long because hitters are taking too many pitches, and that the strike zone needs to be expanded. --  John Franjione Department of Chemical Engineering University of Colorado, Boulder franjion@spot.colorado.edu",rec_sport_basketball
"Can anyone out there tell me why they call left-handed pitchers ""Southpaw""?  Also the story on how the term originated.  Thanks!!    Go Cubs!   Prediction: They will finish over .500 this year without winning the East.",rec_sport_basketball
